name,mean,std,min,max,kurtosis,skewness,median
"wind_data_37,123.25",169.65783251571222,87.48703937705014,1.01815268336259,359.14172723389,-1.0197866024350422,0.12880333094478913,156.9205816295125
"wind_data_37,123.5",170.380842441243,87.44564190200022,0.0419650111193732,359.297470894532,-1.0314378228052214,0.13648754724092205,156.40542835869599
"wind_data_37,123.75",173.1142660559044,87.57091431070145,5.45702134688611,359.319578750073,-1.021327468343515,0.18231460706327504,158.29091028187798
"wind_data_37,123",169.72990309668586,87.22220529578256,0.443704582365342,359.847994597925,-1.0406409540372266,0.12484472491692257,155.886837961683
"wind_data_37,124.25",171.07418654808794,87.2011510374122,1.27525707614774,359.318535544928,-1.017932083622847,0.17317668159409552,159.567994484341
"wind_data_37,124.5",171.79366637168886,88.13872916441204,1.50105443171441,359.794525416872,-0.9743498441058733,0.19770743078351852,156.110798270952
"wind_data_37,124",170.43963763820042,87.12261414654165,0.639829493261175,359.495841746307,-1.026739230141355,0.15518465799094838,157.3911266080505
"wind_data_37.25,123.25",170.1615052576295,86.55283291408801,0.364196043267725,354.292733617194,-1.028760076369102,0.12684292394714378,155.48038113869
"wind_data_37.25,123.5",171.15137444703905,86.60322526918881,4.07236134109593,359.867798669874,-1.005788555058222,0.1554669106227912,158.376917951042
"wind_data_37.25,123.75",171.15203005965694,86.635009654574,1.37618370368983,359.593172117106,-0.9791162255406864,0.15999464925930987,158.748375909426
"wind_data_37.25,123",171.91504344337028,86.68746059928016,1.70616687738925,356.691311599219,-1.0635947586657013,0.13104186480020946,155.5232037029195
"wind_data_37.25,124.25",171.9179296871734,87.3533409471569,0.572482060684877,358.648048819679,-0.9755694675314759,0.17985085865202854,160.3616508249225
"wind_data_37.25,124.5",172.87469361045916,87.99848355492182,0.29394759028412,359.231424729223,-0.9365891951403285,0.20698762955963898,157.74487957915449
"wind_data_37.25,124",170.09099138680313,86.43776465204706,1.60802138185363,355.427206843147,-0.993983129653254,0.14731435632587936,155.88401144096753
"wind_data_37.5,123.25",172.25888580467875,86.56546089160054,5.16370343331499,357.856927718684,-1.0599275374979957,0.14049600496070844,156.6640705273885
"wind_data_37.5,123.5",173.38037138218812,86.50188011897262,5.26565331869642,358.10341927054,-1.0279651449132672,0.18167995777246945,159.737928895631
"wind_data_37.5,123.75",172.08448440666018,86.32784425204402,5.11570375307377,358.988104331437,-0.9916607443945087,0.1881859665203047,159.4959941538165
"wind_data_37.5,123",174.91269828271797,86.61095263430877,1.8729266977453,358.627825280088,-1.1192387439420493,0.132391719642519,156.1995593511715
"wind_data_37.5,124.25",170.100632926293,87.73853299145951,1.32103034669672,357.960950844964,-0.9357773699339291,0.16974724630003563,153.18484659202448
"wind_data_37.5,124.5",172.1121830232977,88.20693211459067,1.63717068891009,355.558347384351,-0.941323824085476,0.20505996708276508,153.68721674759348
"wind_data_37.5,124",168.0693864653621,86.47287172318032,1.46510273302437,351.408197520363,-0.974219323929677,0.14478771356594555,154.493351858774
"wind_data_37.75,123.25",172.82570801581676,86.11958859202518,4.90193127077021,354.181816552275,-1.1125817509747151,0.14077223222878218,155.9771560806945
"wind_data_37.75,123.5",173.08085585098658,86.25214562544502,3.9810054019506,359.375127591133,-1.0496651363335006,0.17539374578789044,158.04113803595948
"wind_data_37.75,123.75",172.64560225932055,87.01999395636302,1.78356734536328,356.261459440625,-1.0260291229662473,0.20290430092940978,158.06987713960552
"wind_data_37.75,123",173.50887940561705,86.5870049624226,4.86587174156637,355.442298480163,-1.1582529638073944,0.11564756320849386,152.4797435908955
"wind_data_37.75,124.25",170.99098313104165,88.62345960390581,1.31777906278131,355.506829611536,-0.9798512620581685,0.1851155742226764,153.364361791696
"wind_data_37.75,124.5",170.7131725886687,89.15551723952771,0.35709615308923,359.336804152387,-0.9810192457872384,0.17929794594902676,150.1599491274735
"wind_data_37.75,124",170.70685743432554,87.97099693100601,1.50605854402789,359.577575267437,-0.969057385331134,0.18926643298336562,155.2286957834715
"wind_data_38,123.25",172.9364447625462,87.14756584451885,1.0520532194713,355.565914370742,-1.1301586419040335,0.13530355799628938,151.869327034949
"wind_data_38,123.5",175.40662702166497,87.20661495487559,0.794199721403629,357.394136240211,-1.0991650938609705,0.18531593364701238,154.4551738258225
"wind_data_38,123.75",176.5173722960764,87.7556177148887,9.87240807486984,358.223138466297,-1.0780164634759117,0.21109796031279643,158.522321864334
"wind_data_38,123",174.03258048966873,87.58320887379935,0.592203610232559,356.818189524087,-1.1685989049820378,0.13604005881907844,152.27108441301948
"wind_data_38,124.25",174.61848075980566,89.56198733476212,0.334178242748067,358.838487403484,-1.059503772860638,0.1951458840531401,156.2375073322705
"wind_data_38,124.5",173.4084795280768,90.0726248004191,0.568398147387597,359.009963988433,-1.0955929174675794,0.1859188985574259,153.36067972508
"wind_data_38,124",176.07453011308021,89.1107934287434,1.1151155007542,358.89929085579,-1.0133491607048444,0.20448979935131,161.270896629069
"wind_data_38.25,123.25",176.61922935210225,88.02018610574245,0.645424879081759,359.37351608078,-1.134690765907892,0.18530673348220864,156.5241139267375
"wind_data_38.25,123.5",175.67905005456007,87.64709425239005,2.94376379657217,359.200699339277,-1.1198961655842063,0.1976848481012659,156.792512346413
"wind_data_38.25,123.75",176.45811777526802,88.54158841781015,5.79453553593464,356.70272294283,-1.1170932511335023,0.19426442251725043,156.4100083113765
"wind_data_38.25,123",174.849139450645,87.85826184640585,1.50477566221946,354.917875592089,-1.1688738742870501,0.14729023626066626,154.9305968510475
"wind_data_38.25,124.25",178.10620728544464,90.65912302845948,0.411815587387423,359.72257616999,-1.1278591746630169,0.16816379751576388,164.63369170691152
"wind_data_38.25,124.5",174.1569342081302,90.20414814652848,3.42432668882839,357.77069378922,-1.174746641595359,0.1570777764826753,152.9216033322615
"wind_data_38.25,124",177.39912442936412,89.42204884251971,0.941434832923562,357.69422859081,-1.1110860584805862,0.17135717493596397,162.592338228595
"wind_data_38.5,123.25",173.77645772487438,87.80824393830932,0.705763118474465,354.68373122189,-1.1664105869690211,0.1423684304370457,155.295518789031
"wind_data_38.5,123.5",175.5085521441848,88.34968433814605,0.796779783653051,359.820084314476,-1.1294094296710595,0.17808777020232688,157.739324433246
"wind_data_38.5,123.75",175.16797260622621,89.21832166632257,0.252212809953676,359.414863226479,-1.150433722098885,0.1667304683241378,153.904114084517
"wind_data_38.5,123",175.53492645088664,87.78094685191506,1.87897595849023,357.65299536402,-1.1763315933855607,0.17621994450926945,156.7845321882885
"wind_data_38.5,124.25",179.5726254697479,91.27659723317349,2.57909684922674,359.251036255031,-1.1858764221830773,0.17289530427121166,164.9212892303215
"wind_data_38.5,124.5",173.7188840943298,90.20347813594545,1.12295562297953,357.913495200271,-1.189874082954582,0.14673131057789537,150.3627889014665
"wind_data_38.5,124",176.71075612202088,91.08956883579745,1.17481875419423,359.944425432582,-1.1329859314990514,0.16273086306646015,158.19369013001
"wind_data_38.75,123.25",174.33812243621406,87.98636558343549,3.55083342620458,358.200516396919,-1.1677747229895805,0.15986308322506254,158.2018762041325
"wind_data_38.75,123.5",173.76556090346403,88.49113031106,4.2461250017185,356.570671216513,-1.1799179011943364,0.14749228033640668,155.704954592608
