latitude,longitude,TVD_FT,MD_FT,OilGravity_API,3MonthProd,6MonthProd,9MonthProd,12MonthProd,36MonthProd,FirstProdYear
28.333086,-99.852023,7456,12545.0,54.0,7680.0,38718.0,51226.0,56181.0,97663.0,2012.0
28.220639,-99.719481,8338,13110.0,65.0,23891.0,58333.0,68554.0,73071.0,113443.0,2013.0
28.157039,-99.713419,8528,13036.0,59.0,34393.0,77800.0,108454.0,140784.0,296917.0,2014.0
28.358354,-99.381836,8635,13798.0,49.0,13773.0,27785.0,33330.0,33330.0,74914.0,2012.0
28.076481,-99.788014,8525,13515.0,59.0,160921.0,284935.0,351368.0,406146.0,717640.0,2016.0
28.260431,-99.710326,8285,14110.0,62.0,23647.0,50649.0,84851.0,122621.0,288575.0,2010.0
28.167972,-99.735951,8454,14465.0,60.0,34239.0,100630.0,152828.0,188459.0,301589.0,2011.0
28.150762,-99.617127,9025,16127.0,58.0,37189.0,76788.0,96670.0,113027.0,167822.0,2013.0
28.813706,-97.797115,13416,19827.0,59.0,90941.0,158377.0,201315.0,263521.0,480412.0,2014.0
28.215184,-99.683195,8367,14869.0,63.0,61424.0,107135.0,137413.0,162564.0,268136.0,2015.0
28.116226,-99.664413,9118,15038.0,67.0,61986.0,93907.0,132966.0,198452.0,538196.0,2011.0
28.128747,-99.673902,8766,13935.0,58.0,44482.0,91989.0,131285.0,164474.0,329276.0,2014.0
28.024345,-99.888014,8052,12457.0,68.0,59880.0,95861.0,135750.0,156331.0,312267.0,2013.0
28.363861,-99.46799,8084,12889.0,46.0,26626.0,67599.0,84165.0,102336.0,161052.0,2011.0
28.11604,-99.597292,9297,14788.0,65.0,48209.0,92507.0,118950.0,147219.0,247037.0,2014.0
28.199843,-99.672156,8517,14953.0,59.0,44757.0,81842.0,105353.0,116130.0,165418.0,2015.0
28.287002,-99.523144,8604,14690.0,53.0,3120.0,6456.0,8515.0,11029.0,68488.0,2011.0
28.294438,-99.839776,7753,13255.0,55.0,13666.0,29809.0,40517.0,48403.0,87306.0,2013.0
28.832188,-97.78789,13317,17915.0,61.0,45664.0,96005.0,138948.0,166047.0,218814.0,2014.0
28.089543,-99.709649,8676,14889.0,64.0,67321.0,122212.0,163054.0,193537.0,318038.0,2014.0
28.749645,-97.964609,12785,15591.0,59.6,71224.0,109288.0,134110.0,152309.0,244052.0,2010.0
28.32227,-99.826889,7384,13076.0,54.0,20726.0,40183.0,54385.0,65042.0,129557.0,2013.0
28.351451,-98.617643,12492,18421.0,65.0,45968.0,68840.0,90863.0,107040.0,168481.0,2013.0
28.233349,-99.727282,8247,13799.0,70.0,31826.0,66287.0,90966.0,111465.0,211937.0,2011.0
28.912385,-97.651053,13786,18948.0,64.0,24015.0,66363.0,117972.0,163771.0,305707.0,2015.0
28.07939,-99.774691,8448,14245.0,64.0,62984.0,105861.0,134215.0,156958.0,273176.0,2013.0
28.269382,-99.798923,7889,13008.0,56.0,29333.0,43045.0,50458.0,58018.0,82424.0,2018.0
28.191254,-99.826969,8027,20316.0,63.0,60082.0,117098.0,169984.0,210306.0,505049.0,2018.0
28.172233,-99.647005,8440,14933.0,57.0,69912.0,133093.0,174672.0,188032.0,261668.0,2014.0
28.07645,-99.788067,8520,13415.0,60.0,169895.0,295330.0,372390.0,443781.0,863911.0,2016.0
28.126139,-99.827428,8031,15382.0,57.0,31993.0,77599.0,117247.0,150588.0,340028.0,2014.0
28.121736,-99.622988,8974,15020.0,66.0,56886.0,112254.0,143587.0,165258.0,306383.0,2012.0
28.216729,-99.704073,8347,12953.0,57.0,10059.0,18115.0,35368.0,58220.0,81879.0,2013.0
28.102878,-99.802331,8351,13720.0,62.0,31777.0,75632.0,105926.0,126755.0,239158.0,2013.0
28.098746,-99.695596,8924,15485.0,59.0,201074.0,398970.0,546352.0,658458.0,1066673.0,2017.0
28.933894,-97.626525,13965,19020.0,64.0,47107.0,95900.0,126872.0,160584.0,290786.0,2015.0
28.120942,-99.649409,8978,15235.0,60.0,56547.0,109175.0,151158.0,194351.0,250186.0,2012.0
28.144996,-99.91467,7577,14531.0,46.0,35688.0,69109.0,92459.0,110994.0,177444.0,2014.0
28.053502,-99.62855,9657,15103.0,68.0,75003.0,132174.0,163608.0,181948.0,279991.0,2012.0
28.911061,-97.677576,13656,18443.0,64.0,44360.0,99043.0,132847.0,151608.0,221397.0,2016.0
29.232786,-97.278275,13650,19120.0,60.0,1648.0,28582.0,47775.0,60231.0,108877.0,2011.0
28.334062,-99.458634,8502,16285.0,52.0,23960.0,63304.0,93066.0,113713.0,183008.0,2014.0
28.084126,-99.719446,8629,15891.0,66.0,46862.0,93284.0,129302.0,157000.0,268930.0,2014.0
28.084171,-99.719452,8631,15905.0,66.0,52505.0,110781.0,156222.0,192354.0,322440.0,2014.0
28.342699,-98.645284,12286,17513.0,64.0,46371.0,72548.0,90026.0,102614.0,163447.0,2014.0
28.128747,-99.673994,8751,13630.0,59.0,43463.0,95919.0,139494.0,176058.0,358638.0,2014.0
28.742555,-97.943842,12947,17182.0,65.0,50098.0,91783.0,118387.0,140711.0,260179.0,2012.0
28.928146,-97.607011,13840,19054.0,59.0,105410.0,160625.0,194265.0,206166.0,208342.0,2013.0
28.127722,-99.823639,8186,13075.0,60.0,50275.0,97308.0,134815.0,161027.0,285368.0,2012.0
28.576767,-98.171363,13183,20177.0,64.0,3600.0,64737.0,125217.0,166777.0,311805.0,2013.0
29.158111,-97.40524,13586,17560.0,54.0,986.0,78011.0,182437.0,263452.0,505486.0,2012.0
28.195521,-99.774892,8205,14468.0,64.0,59945.0,96915.0,125807.0,150352.0,229140.0,2014.0
28.142816,-99.827406,7990,14668.0,59.0,5750.0,38525.0,65303.0,103020.0,286385.0,2013.0
28.095283,-99.735841,8488,14320.0,63.0,67112.0,133397.0,170408.0,198929.0,294108.0,2012.0
28.353326,-98.570673,12612,18360.0,58.5,49613.0,78934.0,99164.0,113845.0,192757.0,2010.0
28.903148,-97.642064,13681,18705.0,59.0,78070.0,136760.0,172244.0,185536.0,221167.0,2013.0
28.196295,-99.706991,8436,11641.0,64.0,37475.0,68678.0,92093.0,109245.0,157056.0,2014.0
28.191275,-99.827121,8027,20524.0,60.0,61685.0,121061.0,175301.0,222294.0,526348.0,2018.0
28.973935,-97.582039,13972,20033.0,63.0,103407.0,251532.0,331571.0,391426.0,604132.0,2018.0
28.690951,-98.069833,11868,20613.0,56.0,75712.0,201146.0,283125.0,340752.0,555333.0,2018.0
30.114688,-96.579744,12959,19337.0,60.0,67754.0,106598.0,129830.0,146411.0,216528.0,2018.0
28.26931,-99.799038,7806,13205.0,56.0,34842.0,50861.0,60683.0,70355.0,116187.0,2018.0
28.163595,-99.586025,8958,15850.0,54.0,47971.0,87796.0,114357.0,133580.0,212399.0,2018.0
30.190219,-96.570806,13409,20244.0,50.0,118243.0,227495.0,334678.0,425193.0,748511.0,2018.0
28.081257,-99.930641,7837,14867.0,60.0,41942.0,64428.0,76123.0,79530.0,86232.0,2016.0
28.014282,-99.732776,9183,17052.0,61.0,140747.0,278290.0,366040.0,433815.0,680468.0,2016.0
28.047823,-99.647074,9329,16545.0,60.0,83274.0,142065.0,182937.0,210606.0,341634.0,2017.0
28.073373,-99.738523,8838,16060.0,60.0,232649.0,441006.0,593331.0,733437.0,1298016.0,2017.0
28.268683,-99.109864,11019,18329.0,71.5,31587.0,72616.0,117786.0,174667.0,375517.0,2015.0
28.132201,-99.668413,8770,13323.0,60.0,31744.0,82759.0,124795.0,157141.0,309250.0,2014.0
28.17752,-99.725573,8422,13135.0,66.0,26003.0,73168.0,105159.0,127191.0,192491.0,2013.0
29.034823,-97.481543,13830,19450.0,62.0,20899.0,38907.0,49867.0,57012.0,86968.0,2011.0
28.924617,-97.629836,13722,18579.0,57.0,69484.0,124567.0,153487.0,171666.0,251553.0,2014.0
28.07214,-99.628159,9498,17536.0,65.0,63065.0,137932.0,202494.0,251315.0,447584.0,2014.0
27.989321,-99.727378,9110,14810.0,58.0,48202.0,99708.0,144161.0,164522.0,264483.0,2012.0
28.258308,-99.849053,7793,12862.0,53.0,22649.0,37918.0,49174.0,59378.0,112514.0,2014.0
28.697682,-98.003157,12903,17795.0,66.0,38324.0,76844.0,112693.0,155539.0,264104.0,2014.0
28.119637,-99.592674,9242,14448.0,63.0,36999.0,66807.0,85150.0,101720.0,166594.0,2014.0
28.082257,-99.72515,8813,15239.0,60.0,176858.0,330126.0,427862.0,501794.0,829854.0,2017.0
28.08758,-99.713492,8661,14720.0,65.0,75742.0,123467.0,157782.0,185882.0,279066.0,2014.0
28.05282,-99.768691,8764,14426.0,65.0,58476.0,144698.0,202749.0,249589.0,417935.0,2013.0
28.172525,-99.646336,8576,14335.0,59.0,74948.0,131219.0,167658.0,197238.0,311621.0,2014.0
28.031875,-99.70161,8937,15297.0,68.0,85587.0,160505.0,220472.0,276177.0,560286.0,2013.0
28.438367,-98.33977,13145,18328.0,58.0,70485.0,123683.0,169513.0,205646.0,329982.0,2013.0
28.081288,-99.612944,9476,16977.0,63.0,47919.0,117963.0,169802.0,208412.0,371322.0,2014.0
28.14573,-99.659327,8728,14820.0,62.0,36866.0,86584.0,127788.0,155942.0,271990.0,2012.0
28.114529,-99.598931,9318,15532.0,63.0,76926.0,152492.0,204045.0,223252.0,260786.0,2010.0
28.089022,-99.642505,9273,14838.0,64.0,69577.0,159863.0,230421.0,290978.0,471050.0,2013.0
29.106647,-97.463906,13630,18554.0,66.0,805.0,87604.0,158821.0,203172.0,364269.0,2012.0
28.120323,-99.649676,9070,14578.0,61.0,42130.0,83019.0,110217.0,129690.0,223554.0,2015.0
28.173258,-99.795364,8248,13454.0,65.0,41489.0,76654.0,97915.0,110915.0,174118.0,2010.0
28.180079,-99.632256,8594,15260.0,55.0,24893.0,40944.0,42214.0,43674.0,62961.0,2015.0
28.168483,-99.528035,9407,15791.0,59.0,107200.0,196814.0,218101.0,231394.0,323661.0,2015.0
28.317121,-98.839206,11110,17405.0,56.0,35844.0,66650.0,84090.0,96039.0,141757.0,2013.0
28.232976,-99.296309,9849,15070.0,67.0,30292.0,67270.0,89520.0,105056.0,170911.0,2015.0
28.116201,-99.767191,8389,14347.0,62.0,64046.0,122501.0,162769.0,195386.0,319576.0,2014.0
28.175451,-99.766426,8287,12950.0,69.0,31149.0,64702.0,87381.0,105091.0,180377.0,2014.0
29.246569,-97.253741,13601,17754.0,61.0,13700.0,21768.0,27940.0,32709.0,52552.0,2011.0
28.593541,-98.10962,13192,18394.0,59.0,48902.0,83327.0,102101.0,115735.0,192474.0,2011.0
28.032653,-99.934898,7607,15103.0,63.0,66664.0,114604.0,148790.0,171244.0,245964.0,2015.0
28.128612,-99.673804,8839,14568.0,60.0,52127.0,112493.0,171327.0,219209.0,449580.0,2014.0
28.319671,-99.480262,8430,15365.0,50.0,20727.0,49500.0,74227.0,94870.0,198205.0,2013.0
28.026888,-99.868304,8126,12205.0,68.0,68065.0,123472.0,165022.0,200124.0,312385.0,2012.0
28.169427,-99.681615,8408,15022.0,59.0,29370.0,69186.0,112988.0,153206.0,299995.0,2013.0
28.142716,-99.671122,8715,13712.0,63.0,22047.0,72834.0,97969.0,122435.0,224988.0,2012.0
28.181745,-99.709489,8439,12952.0,62.0,35725.0,78716.0,92227.0,110670.0,184246.0,2013.0
28.703101,-98.046232,12655,17871.0,65.0,47998.0,122458.0,189953.0,236114.0,422924.0,2014.0
28.95258,-97.635883,14085,19941.0,60.0,85071.0,167593.0,238684.0,295414.0,475834.0,2012.0
28.178577,-99.238754,11014,16630.0,40.0,94075.0,162804.0,212209.0,252639.0,447636.0,2010.0
28.092129,-99.845734,8247,15605.0,56.0,85587.0,177284.0,260809.0,338308.0,706119.0,2014.0
28.182321,-99.76705,8251,13568.0,66.0,34039.0,71681.0,113254.0,124782.0,215741.0,2013.0
28.169756,-99.776237,8279,13091.0,67.0,32072.0,60307.0,84734.0,104131.0,156451.0,2012.0
28.268658,-99.1099,10711,15551.0,72.7,76236.0,177250.0,262682.0,300331.0,453087.0,2015.0
28.24441,-99.848407,7874,16110.0,54.0,66522.0,96310.0,114300.0,130306.0,201332.0,2017.0
28.266954,-99.253218,9793,15980.0,59.0,37619.0,98594.0,147586.0,190358.0,370831.0,2017.0
28.19494,-99.531391,9494,14587.0,56.0,53217.0,94847.0,118913.0,137153.0,219286.0,2018.0
28.163536,-99.586231,8936,15801.0,54.0,43444.0,84978.0,115384.0,139223.0,247744.0,2018.0
28.191264,-99.827044,7891,14172.0,63.0,33121.0,68050.0,94768.0,117754.0,194850.0,2018.0
28.613557,-98.146534,13044,18563.0,61.0,123071.0,246250.0,331794.0,385467.0,543084.0,2019.0
28.211591,-99.805363,8014,14006.0,67.0,25357.0,71787.0,99346.0,118393.0,205846.0,2013.0
28.556426,-98.117899,13791,18176.0,42.0,71675.0,108155.0,128897.0,143925.0,211391.0,2010.0
29.119888,-97.359719,13956,18800.0,60.0,37564.0,65628.0,80705.0,91613.0,129374.0,2012.0
28.614172,-98.153521,13005,18466.0,50.0,53238.0,90212.0,114723.0,133562.0,193721.0,2015.0
28.110668,-99.60395,9386,15157.0,65.0,38384.0,83400.0,116705.0,143813.0,255116.0,2011.0
28.29241,-99.036251,10805,17010.0,64.0,40956.0,73721.0,104851.0,133039.0,330175.0,2016.0
28.009222,-99.859209,8404,16728.0,65.0,92989.0,170616.0,213829.0,254411.0,433671.0,2014.0
28.152105,-99.602936,8846,15583.0,55.0,60671.0,115241.0,148523.0,172474.0,258283.0,2017.0
28.22073,-99.736327,8357,13040.0,63.4,48347.0,96654.0,124706.0,152870.0,267304.0,2010.0
28.293292,-98.810052,11562,17665.0,61.0,49914.0,122016.0,166109.0,196654.0,320031.0,2013.0
28.325553,-99.817723,7468,13217.0,54.0,20475.0,58833.0,80795.0,97497.0,168653.0,2012.0
28.324194,-99.511639,8177,13617.0,49.0,34051.0,57446.0,69756.0,83449.0,137177.0,2012.0
28.78937,-97.836916,13235,16248.0,64.0,34199.0,80675.0,113378.0,133546.0,204482.0,2015.0
28.267005,-99.229356,9866,16026.0,58.0,49206.0,83153.0,108651.0,125843.0,218269.0,2013.0
28.017175,-99.731106,9156,17250.0,60.0,123859.0,253553.0,330204.0,388871.0,599097.0,2016.0
28.246431,-99.691625,8177,13077.0,58.0,27853.0,46559.0,61562.0,72145.0,110770.0,2012.0
28.071313,-99.483951,10171,15638.0,61.0,52208.0,95918.0,134970.0,168072.0,353126.0,2015.0
28.287676,-99.066505,10689,16310.0,61.0,56656.0,106464.0,153863.0,192846.0,331331.0,2013.0
28.1691,-99.656232,8586,13911.0,54.0,31764.0,32528.0,32718.0,32718.0,92404.0,2012.0
28.115799,-99.63275,8970,14775.0,68.0,51250.0,55690.0,68884.0,80851.0,120267.0,2012.0
28.16004,-99.73317,8459,13930.0,61.0,66210.0,113105.0,154859.0,192575.0,291116.0,2017.0
28.070389,-99.933718,7775,15364.0,59.0,73970.0,107703.0,125386.0,138293.0,195883.0,2016.0
28.084295,-99.931443,7727,14498.0,56.0,32190.0,52185.0,59386.0,66995.0,104086.0,2016.0
28.030497,-99.687897,9097,14873.0,61.0,119635.0,200075.0,239331.0,270400.0,437006.0,2017.0
29.297197,-97.234745,13201,18920.0,54.0,63045.0,108362.0,137983.0,161074.0,253815.0,2014.0
28.118681,-99.827231,8100,15178.0,61.0,36047.0,89320.0,138594.0,182676.0,402328.0,2014.0
29.285894,-97.262818,13400,18980.0,59.0,42558.0,68823.0,82913.0,92403.0,134954.0,2012.0
28.175199,-99.673989,8541,14395.0,61.0,46317.0,81640.0,107715.0,130464.0,232208.0,2015.0
28.309602,-99.773465,7948,14934.0,51.0,25500.0,44101.0,56878.0,67062.0,117205.0,2014.0
28.096451,-99.696136,8734,14250.0,64.0,50042.0,101048.0,130511.0,151453.0,258580.0,2014.0
28.180275,-99.793662,8251,13470.0,67.0,40808.0,84837.0,135958.0,185031.0,357634.0,2012.0
28.299377,-99.819145,7875,12695.0,50.0,11344.0,28237.0,38582.0,45001.0,86891.0,2012.0
28.525857,-98.096477,14600,19400.0,39.0,7733.0,16546.0,92163.0,126741.0,194091.0,2012.0
28.385618,-98.437866,12923,17770.0,62.0,71134.0,101742.0,122370.0,143206.0,212802.0,2013.0
28.161232,-99.752275,8395,13152.0,67.0,44224.0,79399.0,106799.0,127720.0,208418.0,2013.0
28.319546,-99.480262,8451,14845.0,54.0,16209.0,37288.0,53518.0,65976.0,124375.0,2013.0
28.308168,-99.763087,7915,12148.0,55.0,21957.0,31740.0,38030.0,43489.0,76631.0,2014.0
28.783317,-97.962081,12609,16620.0,61.0,41222.0,76933.0,93977.0,111228.0,195009.0,2014.0
28.275353,-99.386361,9411,14270.0,53.0,22621.0,42841.0,53034.0,65319.0,115282.0,2011.0
28.15313,-99.796701,8204,14391.0,62.0,42277.0,78713.0,104581.0,124816.0,213841.0,2013.0
28.319505,-99.480262,8449,14953.0,53.0,15308.0,36777.0,53902.0,68194.0,141169.0,2013.0
28.169096,-99.682108,8518,17680.0,62.0,57922.0,118781.0,166293.0,209372.0,391203.0,2015.0
28.134233,-99.769995,8339,12908.0,64.0,41335.0,74310.0,98262.0,116757.0,197245.0,2014.0
28.149031,-99.447816,9834,14964.0,66.0,32977.0,56007.0,72999.0,92333.0,177333.0,2012.0
28.165077,-99.664701,8603,14110.0,58.0,33599.0,68040.0,86611.0,97782.0,143204.0,2012.0
28.138069,-99.625251,8857,14700.0,63.0,39566.0,78760.0,106053.0,108849.0,129070.0,2012.0
28.168722,-99.656441,8532,15858.0,60.0,65261.0,121218.0,165304.0,201011.0,392796.0,2015.0
28.423651,-99.260831,8555,18190.0,47.0,43405.0,89349.0,124655.0,148255.0,235004.0,2014.0
28.147144,-99.693495,8583,13308.0,67.0,34606.0,74125.0,105134.0,129980.0,274624.0,2014.0
28.142858,-99.481286,9824,15757.0,62.1,61920.0,98245.0,114405.0,124911.0,229884.0,2010.0
28.029681,-99.707815,8918,14862.0,69.0,100890.0,208899.0,280156.0,304550.0,694395.0,2012.0
28.944981,-97.609872,13862,17330.0,61.0,84772.0,154264.0,191783.0,220461.0,312844.0,2013.0
28.61316,-98.086108,13061,19065.0,66.0,61912.0,105358.0,135878.0,159560.0,263243.0,2013.0
28.021857,-99.855787,8370,16730.0,65.0,73805.0,132945.0,163341.0,187739.0,362358.0,2014.0
28.315831,-98.849369,11341,17545.0,61.0,1037.0,17499.0,45876.0,54506.0,145629.0,2011.0
28.322214,-99.835053,7494,11376.0,56.0,26116.0,42697.0,52324.0,60779.0,102946.0,2013.0
28.297277,-98.840908,11340,14754.0,65.0,26244.0,53412.0,78624.0,96748.0,177436.0,2014.0
28.019043,-99.761586,9030,16175.0,63.0,83270.0,173050.0,224036.0,291317.0,671513.0,2014.0
28.240252,-99.258512,9924,15120.0,60.0,35155.0,55860.0,82626.0,108131.0,188795.0,2010.0
28.165058,-99.664744,8588,13735.0,56.0,44271.0,77885.0,80695.0,92940.0,144288.0,2012.0
27.993723,-99.754908,9047,15037.0,61.0,69629.0,158842.0,234264.0,309030.0,721702.0,2014.0
28.308057,-99.828831,7486,13052.0,55.0,16048.0,31155.0,45329.0,63992.0,109150.0,2012.0
28.169418,-99.681383,8397,16104.0,58.0,22169.0,61360.0,101284.0,137607.0,240315.0,2013.0
28.025326,-99.880621,8085,13204.0,67.0,48807.0,85032.0,106191.0,134241.0,253913.0,2014.0
28.24792,-99.273022,9940,16455.0,57.0,61173.0,101336.0,128471.0,146142.0,245537.0,2013.0
28.105906,-99.827271,8172,15597.0,62.0,40865.0,97917.0,146626.0,188913.0,450886.0,2014.0
28.324488,-100.160961,5687,10827.0,45.0,5838.0,17424.0,24793.0,30949.0,59835.0,2011.0
28.405842,-98.455864,12629,19175.0,59.0,44183.0,68361.0,88461.0,100530.0,155783.0,2013.0
28.131086,-99.770503,8345,12836.0,63.0,46164.0,89330.0,123166.0,137095.0,254516.0,2011.0
28.746685,-97.970384,12624,18668.0,59.0,80306.0,139940.0,173911.0,195645.0,294696.0,2016.0
28.185697,-99.430717,9759,14793.0,62.0,26378.0,54372.0,77038.0,96342.0,197172.0,2013.0
28.935149,-97.642843,13996,18838.0,62.0,63067.0,112369.0,147686.0,211840.0,345790.0,2014.0
28.331581,-99.80175,7617,14468.0,57.0,42172.0,75942.0,102278.0,116819.0,173991.0,2017.0
29.13415,-97.433159,13635,18267.0,63.0,65825.0,140952.0,197385.0,233128.0,349966.0,2014.0
28.031917,-99.70157,8960,15022.0,70.0,70644.0,148127.0,212625.0,270792.0,541323.0,2013.0
28.247429,-99.266291,9823,16459.0,64.0,3911.0,3911.0,3911.0,20356.0,226573.0,2012.0
28.30154,-99.789288,7985,15195.0,57.0,4883.0,24000.0,60097.0,94584.0,212617.0,2012.0
28.053436,-99.698721,8908,15086.0,64.0,30573.0,132212.0,206230.0,265955.0,580888.0,2010.0
28.056195,-99.730557,8773,14098.0,60.0,94696.0,197452.0,271206.0,363200.0,745212.0,2010.0
28.299414,-99.868614,7476,13202.0,54.0,36663.0,67330.0,92246.0,105169.0,167466.0,2017.0
28.017135,-99.731149,8984,17129.0,63.0,116914.0,231596.0,269026.0,292439.0,426395.0,2016.0
28.069209,-99.745785,8623,16395.0,60.0,272979.0,486303.0,607800.0,690615.0,1061250.0,2015.0
28.103477,-99.452373,10323,15733.0,63.0,53674.0,98899.0,137276.0,170231.0,348234.0,2013.0
28.329442,-99.813709,7744,14375.0,55.0,29163.0,45872.0,57680.0,68407.0,125594.0,2013.0
28.934033,-97.626423,14077,18955.0,63.0,33904.0,85405.0,138456.0,173368.0,306072.0,2015.0
28.771665,-97.962042,12716,19530.0,64.0,80154.0,143875.0,191289.0,227553.0,365774.0,2014.0
28.300673,-98.861406,11032,16825.0,56.0,60290.0,144494.0,194891.0,223526.0,347431.0,2017.0
28.245956,-99.841241,7967,18038.0,57.0,62059.0,97846.0,116686.0,129786.0,165491.0,2018.0
28.972018,-97.620188,13718,21311.0,60.0,178796.0,312951.0,411354.0,480860.0,695994.0,2018.0
28.771042,-97.975272,12664,17835.0,58.0,111680.0,152097.0,189210.0,206602.0,301624.0,2019.0
28.182404,-99.767051,8249,13315.0,66.0,30844.0,62454.0,92174.0,105581.0,198229.0,2013.0
28.283084,-100.1697,5731,10040.0,46.0,2146.0,2146.0,2146.0,2146.0,47867.0,2010.0
28.172161,-99.647169,8610,14930.0,60.0,60469.0,113068.0,150681.0,179761.0,237529.0,2014.0
28.04908,-99.930882,7694,12434.0,63.0,33968.0,65797.0,86185.0,100880.0,193910.0,2014.0
28.026439,-99.713133,8919,15289.0,67.0,67435.0,157681.0,242131.0,312466.0,676027.0,2013.0
28.09581,-99.629782,9356,15137.0,63.0,39995.0,66347.0,85574.0,102631.0,146384.0,2011.0
28.258395,-99.073861,10922,16534.0,66.0,58555.0,149368.0,225108.0,280821.0,536533.0,2011.0
28.061671,-99.765841,8900,17214.0,59.0,189945.0,373379.0,484120.0,598616.0,949645.0,2017.0
28.033899,-99.742443,8982,16245.0,69.0,110427.0,227675.0,321402.0,394886.0,773248.0,2016.0
28.243375,-99.115336,10798,16239.0,63.0,50253.0,97469.0,124558.0,142291.0,268212.0,2013.0
28.326224,-99.854594,7426,11804.0,55.0,33945.0,64267.0,91497.0,111584.0,207685.0,2014.0
28.714328,-98.024742,12227,17264.0,58.0,47205.0,98757.0,125982.0,148637.0,269999.0,2014.0
28.785225,-97.987728,12261,17786.0,57.0,65965.0,102996.0,122430.0,145505.0,215024.0,2015.0
28.084197,-99.907649,7714,13223.0,62.0,41476.0,65636.0,83883.0,99877.0,177874.0,2010.0
28.540348,-98.166884,13154,17607.0,63.0,2939.0,40191.0,64785.0,73724.0,111032.0,2012.0
28.160432,-99.796754,8214,14793.0,62.0,34923.0,57370.0,87613.0,112093.0,224167.0,2013.0
28.319574,-98.996326,10782,15453.0,61.0,45192.0,83630.0,115190.0,141376.0,236999.0,2012.0
28.076116,-99.780286,8369,14260.0,60.0,65294.0,120932.0,160421.0,190252.0,339016.0,2014.0
28.155097,-99.777168,8383,13796.0,68.0,36291.0,64213.0,84994.0,102623.0,163366.0,2014.0
28.15074,-99.617133,8771,14108.0,59.0,45005.0,67644.0,84331.0,96369.0,142983.0,2013.0
28.364953,-99.481382,7965,13230.0,46.0,8971.0,23745.0,31218.0,54872.0,138654.0,2011.0
28.009179,-99.859247,8412,17118.0,66.0,82884.0,159671.0,202585.0,255099.0,525886.0,2014.0
28.019086,-99.761547,9012,15931.0,65.0,83864.0,183514.0,236099.0,307422.0,726895.0,2014.0
28.346117,-99.486946,8098,13978.0,49.0,4448.0,25759.0,43756.0,59202.0,169429.0,2012.0
28.538835,-98.220424,13112,18780.0,64.0,44386.0,97368.0,137778.0,165162.0,280177.0,2012.0
28.145714,-99.659193,8597,13820.0,59.0,24070.0,50106.0,78788.0,105311.0,245159.0,2014.0
28.16729,-99.613182,8514,14152.0,59.0,23250.0,39237.0,44929.0,55853.0,96643.0,2012.0
28.292905,-99.70841,8144,13829.0,55.0,25352.0,57093.0,80303.0,96848.0,199771.0,2013.0
28.925752,-97.674926,13601,18350.0,64.0,55866.0,109167.0,167852.0,225393.0,407273.0,2013.0
28.223443,-99.715875,8323,12540.0,66.0,28586.0,48484.0,77005.0,86296.0,140436.0,2013.0
28.351668,-98.625576,12157,18660.0,57.0,54782.0,94226.0,112694.0,135212.0,200396.0,2013.0
29.111167,-97.41728,13947,17724.0,66.0,3683.0,50345.0,88442.0,115327.0,196566.0,2011.0
28.026545,-99.746695,8805,14190.0,67.0,75003.0,159029.0,233222.0,289771.0,527895.0,2013.0
28.352992,-99.495908,8150,13575.0,51.0,3474.0,27557.0,66323.0,85226.0,171162.0,2012.0
28.182543,-99.572763,8975,15080.0,56.0,43399.0,70351.0,74593.0,85637.0,142752.0,2016.0
28.168983,-99.548558,9335,16055.0,55.0,33200.0,56421.0,70644.0,81903.0,139354.0,2017.0
28.093228,-99.703769,8945,15516.0,59.0,262195.0,477866.0,635499.0,743082.0,1153557.0,2017.0
28.052804,-99.775377,8616,14777.0,65.0,49654.0,114472.0,178492.0,245810.0,659649.0,2016.0
28.867357,-97.7407,13453,18031.0,59.0,88059.0,129128.0,144016.0,158548.0,240061.0,2017.0
28.828238,-97.793055,13135,19131.0,59.0,24096.0,69382.0,119609.0,149245.0,255228.0,2016.0
27.997774,-99.898378,7854,16237.0,60.0,49676.0,85837.0,104917.0,117364.0,175187.0,2017.0
28.076542,-99.7325,8901,15794.0,62.0,160223.0,329008.0,447523.0,551217.0,1039311.0,2017.0
28.267014,-99.713238,8028,12486.0,58.0,24326.0,47178.0,87196.0,97631.0,201614.0,2012.0
28.287855,-99.743708,8108,13537.0,56.0,34382.0,65450.0,87940.0,102275.0,177521.0,2016.0
28.104179,-99.753932,8513,14700.0,59.0,57127.0,115160.0,130640.0,162190.0,304249.0,2012.0
28.089599,-99.709541,8677,14822.0,63.0,63474.0,125440.0,171839.0,206323.0,326152.0,2014.0
28.769046,-97.843296,13036,19100.0,63.0,36633.0,59319.0,73640.0,83127.0,121541.0,2012.0
28.309601,-99.773605,7946,14862.0,51.0,31771.0,55167.0,69301.0,80611.0,133033.0,2014.0
28.076116,-99.780564,8429,14310.0,59.0,57834.0,108528.0,148188.0,178517.0,334599.0,2014.0
28.110714,-99.971621,7031,12692.0,58.0,43276.0,65371.0,79464.0,90208.0,156190.0,2010.0
28.85586,-97.757105,13329,19563.0,59.0,86402.0,181749.0,246445.0,296052.0,497955.0,2013.0
28.319917,-98.971437,10866,15880.0,63.0,41687.0,81220.0,105310.0,119737.0,218469.0,2013.0
28.144255,-99.663824,8640,14577.0,58.0,12936.0,86244.0,157346.0,203008.0,356183.0,2012.0
