-0.17346191,-0.10986328,-0.19970703
-0.15039062,-0.046875,-0.10510254

-0.16806793,-0.3808365,-0.5353775
-0.2742691,-0.48899078,-0.7386246

-3.8788662,-3.5476894,-3.22579
-4.0131435,-3.8949795,-3.605795

4.471588,3.9878235,3.551056
4.4841614,4.065094,3.5276184

-2.099781,-1.5551033,-0.96367264
-1.6401863,-1.3000984,-0.9030037

-4.7015,-4.441124,-4.182823
-4.8009872,-4.670128,-4.3623886

-8.870911,-8.40155,-8.074646
-8.841736,-8.5849,-8.16156

0.5055828,0.23995781,0.026578903
0.35934258,0.14718437,-0.09317207

-1.9344349,-1.4080677,-1.0165882
-1.7596302,-1.4267445,-1.2703724

-6.7168007,-6.1121864,-5.534794
-6.951786,-6.4835243,-5.8549843

1.4397221,1.3777103,1.3673344
1.4564457,1.3706303,1.293726

-5.077097,-4.92988,-4.775339
-4.924265,-5.0030003,-4.8975315

-1.2099857,-1.2970219,-1.3886967
-1.0052738,-1.2445316,-1.4300785

-2.7611542,-1.8921356,-1.2701874
-2.1436005,-1.7488251,-1.2425995

-9.820318,-9.346563,-9.015387
-9.8971,-9.622808,-9.145758

-1.5135002,-1.7036858,-1.9785881
-1.8148918,-2.0680656,-2.4119377

0.6667099,0.21175385,-0.24417877
0.28939056,0.009117126,-0.2818985

-6.8440075,-6.1724987,-5.805067
-7.093031,-6.693739,-6.220106

-2.4635754,-2.4203625,-2.5524426
-2.5417004,-2.334425,-2.1760998

-2.56501,-2.8727493,-3.314766
-2.6207962,-2.852974,-3.0363235

-6.527115,-6.2276764,-6.0437164
-6.838272,-6.6931305,-6.3462067

-11.457565,-10.783005,-10.228683
-11.199265,-10.848679,-10.254562

-12.176786,-11.746489,-11.436308
-11.975981,-11.886869,-11.484159

-11.374615,-10.847637,-10.496685
-11.349102,-11.10899,-10.646343

-7.938465,-7.856434,-7.7496223
-8.093372,-8.063221,-7.8195686

-2.768095,-2.0498333,-1.446806
-3.0809612,-2.4844036,-1.8187542

-3.7702217,-3.123249,-2.5561104
-3.4381905,-2.840046,-2.3792305

-4.009136,-3.8207817,-3.5007133
-4.07835,-3.9059868,-3.6622124

-0.17911911,0.39339066,0.53316116
-0.6482353,-0.056316376,0.22237015

1.3796272,0.80430984,0.22740555
1.0814095,0.56090164,-0.0017204285

-2.2913857,-2.0501747,-1.930912
-2.4772987,-2.4005165,-2.2976112

-10.484116,-9.28038,-8.475082
-10.407211,-9.478989,-8.547836

-6.536585,-5.4125614,-4.292078
-6.6054325,-5.689783,-4.668909

-4.504694,-3.7606754,-3.3428288
-4.534235,-3.9098454,-3.3566227

-5.839102,-4.7949123,-4.140127
-5.8159084,-5.0067043,-4.3459377

-4.1338863,-4.013769,-4.086645
-4.5491695,-4.480688,-4.366308

-3.2126236,-2.8941422,-2.7494888
-3.615944,-3.4081802,-3.2007828

-5.791422,-4.86442,-3.9431553
-5.8517246,-5.156412,-4.3605137

-5.0432415,-4.160551,-3.306303
-5.007963,-4.279936,-3.563383

-2.5855293,-2.5349922,-2.3190498
-2.7007637,-2.6830635,-2.600666

-3.1333332,-2.745882,-2.2351398
-2.7761555,-2.5624104,-2.2120686

-2.185238,-2.2092857,-2.121273
-2.1528893,-2.234066,-2.2333336

4.880787,4.542042,4.2323494
4.9265633,4.623951,4.28545

8.432302,8.382742,8.475271
8.595022,8.596487,8.549734

3.7004585,4.1747017,4.58852
4.131733,4.538471,4.947895

-10.084074,-8.889006,-7.698454
-9.9477215,-9.100187,-7.974333

-0.45767593,-0.65994644,-0.7897072
-0.7175636,-0.90738297,-1.0626564

6.300083,5.8506203,5.528721
6.5019875,5.9392433,5.4083595

7.270403,6.753557,6.1239185
7.9174976,7.4541187,6.7834644

-5.5191154,-4.2046623,-3.1687737
-4.9292717,-3.928051,-2.9260979

-8.181202,-6.962208,-6.14983
-8.250782,-7.278736,-6.380665

-5.8675365,-5.461897,-5.3701
-5.8277416,-5.4191723,-5.073347

-4.7210884,-4.5006294,-4.480854
-5.074482,-4.8622017,-4.6120796

-3.977148,-3.6707516,-3.5894527
-4.6634274,-4.532324,-4.357275

0.85567474,0.88607025,0.84871674
1.1482773,1.227623,1.2066269

-5.0448513,-4.2084255,-3.5848904
-4.79595,-4.1542263,-3.5717068

-7.006386,-5.453041,-4.2318497
-6.8636856,-5.7280655,-4.678383

0.5576668,0.45500565,0.2570076
0.82011795,0.8997078,0.66228104

-1.6574402,-1.0802917,-0.39645386
-2.0151062,-1.4419861,-0.8470154

-7.909054,-6.8134727,-6.006222
-8.006588,-7.225704,-6.4036827

-10.371193,-10.105934,-9.925636
-10.426857,-10.394386,-10.083839

2.822918,2.626873,2.5340996
2.710247,2.5247002,2.4110527

-2.1247864,-1.9178772,-1.644928
-1.3268127,-1.2189026,-1.0447083

-0.5724106,-0.87636566,-1.120018
-0.7159653,-1.1240463,-1.465477

-3.6178741,-3.3456573,-3.3404083
-3.6321564,-3.5618439,-3.4677277

-5.5939026,-4.4652405,-3.855133
-5.7883606,-4.9878235,-4.3956604

-5.0198116,-4.679968,-4.0875607
-5.145666,-4.9307003,-4.5112667

-7.693617,-7.2240124,-6.7467175
-7.397352,-7.1547985,-6.733534

-5.919485,-5.6998806,-5.4130154
-5.9078884,-5.7747097,-5.4945583

3.5765095,3.2104206,2.8177204
3.49753,3.1994343,2.7662067

5.836853,5.7005005,5.507141
5.8932495,5.7196655,5.4508667

-6.6820393,-5.9394855,-5.3088703
-6.6095295,-6.0558186,-5.451082

0.41247368,0.24596977,0.19824028
0.43676567,0.28845024,0.18493462

1.682909,1.4219227,1.3158436
1.5273914,1.2941151,1.1582508

3.7811832,3.3942204,3.206232
3.9064274,3.709406,3.5263004

3.6069164,3.1240063,2.6871166
3.4781322,3.0984936,2.6747875

-7.8973637,-6.972437,-6.239771
-8.164087,-7.434717,-6.6535892

-0.70643044,-0.924448,-1.2120457
-1.0775242,-1.2851658,-1.6023045

-0.62475395,-0.20275688,0.32629585
-0.46410942,-0.15160942,0.20666695

-7.7898026,-7.4845047,-7.1871414
-7.8747635,-7.7026443,-7.3713455

1.4000053,0.9311333,0.5474663
1.4147758,0.95261765,0.5341606

9.199739,9.037264,8.947542
9.713411,9.659456,9.427401

-2.7568512,-2.4243317,-2.075821
-2.7677155,-2.5832672,-2.2777252

-3.2635307,-3.0248833,-3.0051079
-2.963482,-2.8503227,-2.7890434

-2.3233643,-1.7770996,-1.4498291
-2.6151123,-2.011963,-1.5164795

-1.9963093,-2.4217243,-2.8860798
-2.6476765,-3.025362,-3.3738728

4.6828747,4.31056,3.966322
4.652113,4.338148,3.931532

4.633339,4.5358047,4.409828
4.3325577,4.3475723,4.230507

1.2625561,1.4212475,1.6675854
1.6119213,1.7035961,1.8503246

1.3070183,1.4325066,1.6336784
1.4000359,1.5601921,1.7259636

-1.6464291,-1.7457943,-1.8143978
-1.8699398,-2.1633968,-2.3297787

-0.3891678,-0.5230789,-0.7661209
-0.18396759,-0.4047928,-0.7119217

1.9206028,1.6494846,1.3443089
2.3093967,2.0119114,1.7376194

-5.6635666,-4.5489426,-3.792839
-5.5510178,-4.6528244,-3.812004

-7.9509754,-6.5050526,-5.1750965
-7.92412,-6.7080555,-5.3173084

-2.7795048,-1.8393192,-0.39522743
-2.9441776,-2.1239872,-0.7326298

2.4967442,1.9465733,1.4546299
2.2124424,1.716959,1.2766514

4.025486,3.5610085,3.093357
3.8331032,3.4053688,2.9549294

-0.5631447,-0.27408218,-0.12625504
-0.68997574,-0.56937027,-0.44620132

-4.99296,-4.5828037,-4.3634434
-5.442789,-5.232828,-5.0270176

3.8643322,3.7064953,3.707838
4.0921154,4.077345,4.058058

5.260582,4.567589,3.8380966
5.272423,4.687706,4.0166855

3.5476246,3.107439,2.6434498
3.525652,3.103899,2.616106

-0.055517197,-0.4329586,-0.7869625
-0.47263145,-0.9285641,-1.2984371

1.7175827,1.4364548,1.0917282
1.8904343,1.5083542,1.1506882

4.8052635,4.799282,4.7117577
4.898403,5.0290184,4.941616

0.37586784,0.6285534,0.9049206
0.68458366,0.8936901,1.1557751

-1.6320782,-0.9071026,-0.10107231
-1.3475323,-0.8547344,-0.2976055

-0.7134743,-1.2123756,-1.5470924
-0.9308815,-1.4928932,-1.8508034

1.931675,1.8735695,1.883213
2.0492287,1.9988136,2.0831642

-0.17091942,-0.34352684,-0.52065086
-0.4842739,-0.5808315,-0.5826626

-3.1845875,-3.1308765,-3.2528248
-3.4062672,-3.322771,-3.284319

0.470644,-0.21783257,-0.93914604
0.3435688,-0.1954937,-0.7506695

2.7962074,2.3851967,1.8906898
2.637638,2.4199867,2.0259438

-0.75966454,-0.30116844,0.13291359
-0.7905483,-0.69374657,-0.3210659

4.7016068,4.2113724,3.700386
4.745552,4.2119827,3.5918655

3.4593925,2.8270683,2.138958
3.2876396,2.5831718,1.8429375

0.089149475,-0.09896088,-0.22298431
0.061073303,-0.14998627,-0.30782318

-1.6116257,-1.6727829,-1.6484909
-1.7981491,-2.0684128,-2.1154099

-2.2960129,-1.7491379,-1.4880295
-2.188713,-1.7781906,-1.499382

-7.722891,-6.5572414,-5.518545
-7.943472,-6.952383,-5.887686

-3.5878315,-3.385439,-3.22748
-4.271181,-4.1731586,-3.9762592

0.42271614,-0.075696945,-0.35377312
0.4006214,0.07884407,-0.12403679

-1.3498058,-1.4984875,-1.4409924
-1.2801037,-1.4259777,-1.4101086

0.20999146,0.21340942,0.31436157
0.13308716,0.10232544,0.21768188

3.328951,3.704317,4.0627155
3.6896687,4.126436,4.5282917

2.689762,3.2910805,3.8939857
2.6001625,3.1139565,3.587223

-4.0856857,-3.0109787,-2.0989914
-4.5207443,-3.4200363,-2.4346848

0.08986282,-0.27378464,-0.6937065
-0.60801315,-1.0143852,-1.4325981

4.39637,4.087288,3.887825
4.587044,4.330452,4.08741

