2.335453,1.9726601,1.4880409
2.373783,2.1311073,1.7479286

3.7073154,3.5907383,3.4188633
3.8734531,3.6240635,3.3149815

4.1978664,3.697256,3.4120998
4.634512,4.294302,4.020376

4.170685,3.9490051,3.648346
4.363678,4.1419983,4.052643

4.6462517,4.8263054,5.0507927
4.8609734,4.940563,4.9622917

3.7252789,3.3351421,3.2420025
4.027403,3.661436,3.4005718

3.5623875,3.5522556,3.8413181
3.615488,3.5783787,3.662119

2.8199959,2.4464607,2.1339607
2.8104744,2.5452156,2.2764168

3.0535545,2.3241844,1.7651024
3.2432518,2.5693016,2.1729393

1.8440723,1.751421,1.7575245
1.8201466,1.723589,1.6399708

6.531843,6.0738354,5.72447
6.625105,6.3028393,5.85655

1.0564651,1.6094437,2.2432327
0.90473175,1.4369583,1.9706497

-0.6284809,-0.38543892,0.049497604
-0.7720356,-0.5831928,-0.25042915

2.6872387,2.2721996,2.0482006
2.505476,2.1901684,2.128889

2.7845364,3.101675,3.481924
2.6443996,2.968008,3.289053

-1.1038647,-1.1077709,-0.9178295
-1.2140942,-1.3184643,-1.182478

-4.224823,-4.030487,-3.8609314
-4.37265,-4.1386414,-3.8643494

-0.43126106,-0.30125618,-0.4332142
-0.8023548,-0.6617298,-0.67674446

-7.03911,-7.0481434,-7.02141
-7.25725,-7.2255116,-7.234667

-9.730867,-9.539217,-9.318514
-9.674959,-9.539705,-9.371492

0.90163803,0.6747093,0.48379135
0.64175034,0.48501205,0.28176498

8.119389,8.242924,8.457401
8.156864,8.458866,8.559086

6.66539,6.5069427,6.647812
6.9090424,7.018051,6.96019

4.398531,4.5138874,4.940523
4.5315876,4.7436237,4.9723835

3.6658764,3.8450756,4.203474
3.7551098,3.8813305,4.0397778

2.5712948,1.0725155,0.4322567
3.9895077,2.3571835,1.1772518

1.8077431,1.6359901,1.7324257
1.6171913,1.2327919,1.1503944

4.5976734,4.493059,4.2976246
4.578264,4.5210133,4.3944263

0.8721752,0.05760002,-0.35243416
1.1854076,0.6880932,0.380476

-2.937088,-2.6529083,-2.2719269
-3.1284943,-2.8731232,-2.5595245

-0.20915604,0.20209885,0.50190353
-0.72600174,-0.33415604,-0.056568146

1.4459438,1.7733364,1.9643764
1.225729,1.5299282,1.7180386

1.9715977,2.0383701,2.0253086
2.2598057,2.2678623,2.211832

-1.4327431,-1.3690224,-1.4928017
-1.6123085,-1.6746864,-1.7570839

-0.8003197,-0.53103256,-0.5572777
-1.1770287,-0.99538803,-1.0260277

-6.6117573,-6.833437,-7.0997944
-7.2055073,-7.3408833,-7.458193

1.2957535,0.92490387,0.6435318
1.0828629,0.7520523,0.4605484

